Gene stable ID	Gene stable ID version	Mouse gene name	Gene name
ENSDARG00000046092	ENSDARG00000046092.8	Clec4n	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Cd209b	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Cd209a	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Cd209d	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Cd209c	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Cd209e	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Clec4a1	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Clec4g	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Asgr2	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Cd207	si:ch211-283g2.3
ENSDARG00000046092	ENSDARG00000046092.8	Fcer2a	si:ch211-283g2.3
ENSDARG00000091366	ENSDARG00000091366.4		si:dkey-84k17.2
ENSDARG00000012887	ENSDARG00000012887.9	Zfp143	znf143a
ENSDARG00000102106	ENSDARG00000102106.2	Tgm1	tgm1l1
ENSDARG00000053158	ENSDARG00000053158.8	5430401F13Rik	prss56
ENSDARG00000053158	ENSDARG00000053158.8	Gm6619	prss56
ENSDARG00000096768	ENSDARG00000096768.2		BX255897.2
ENSDARG00000039069	ENSDARG00000039069.6	Slx4ip	slx4ip
ENSDARG00000044541	ENSDARG00000044541.8	Ppp1r14bl	ppp1r14ba
ENSDARG00000044541	ENSDARG00000044541.8	Ppp1r14b	ppp1r14ba
ENSDARG00000007244	ENSDARG00000007244.8	Acp2	acp2
ENSDARG00000014945	ENSDARG00000014945.12	Zfp598	znf598
ENSDARG00000100971	ENSDARG00000100971.2	Fxyd6	fxyd6
ENSDARG00000040482	ENSDARG00000040482.8	Osbpl3	osbpl3b
ENSDARG00000096732	ENSDARG00000096732.2		BX255897.1
ENSDARG00000054734	ENSDARG00000054734.8		or116-1
ENSDARG00000045704	ENSDARG00000045704.6	Dclre1c	dclre1c
ENSDARG00000077086	ENSDARG00000077086.5	Ankrd34b	ankrd34ba
ENSDARG00000056410	ENSDARG00000056410.8		fdx1
ENSDARG00000061066	ENSDARG00000061066.6	C2cd2l	c2cd2l
ENSDARG00000038968	ENSDARG00000038968.7	Ccr6	ccr6b
ENSDARG00000077813	ENSDARG00000077813.5		si:dkey-34f9.3
ENSDARG00000089994	ENSDARG00000089994.4		or116-2
ENSDARG00000079740	ENSDARG00000079740.4	Efna2	efna2b
ENSDARG00000099220	ENSDARG00000099220.2		BX571942.1
ENSDARG00000067560	ENSDARG00000067560.5	Gtf2h3	gtf2h3
ENSDARG00000070851	ENSDARG00000070851.7		si:dkey-88n24.6
ENSDARG00000079286	ENSDARG00000079286.4	Bcr	bcr
ENSDARG00000096932	ENSDARG00000096932.2	Nell2	si:ch211-37e10.2
ENSDARG00000099405	ENSDARG00000099405.2		CU694952.1
ENSDARG00000040620	ENSDARG00000040620.4	Psmg1	psmg1
ENSDARG00000035137	ENSDARG00000035137.5	Ehd2	ehd2a
ENSDARG00000035184	ENSDARG00000035184.6	Tmem150a	tmem150ab
ENSDARG00000078155	ENSDARG00000078155.5	Inava	inavaa
ENSDARG00000090449	ENSDARG00000090449.3		sp100.3
ENSDARG00000070932	ENSDARG00000070932.4	Hcrt	hcrt
ENSDARG00000017880	ENSDARG00000017880.11	Kcnip3	kcnip3b
ENSDARG00000099587	ENSDARG00000099587.2		tradv23.3.8
ENSDARG00000097505	ENSDARG00000097505.2	Dnal1	dnal1
ENSDARG00000059044	ENSDARG00000059044.8	Epm2a	epm2a
ENSDARG00000097652	ENSDARG00000097652.2		si:dkey-234i14.2
ENSDARG00000086070	ENSDARG00000086070.3	Fgf20	fgf20b
ENSDARG00000068374	ENSDARG00000068374.6		si:ch211-132b12.7
ENSDARG00000014340	ENSDARG00000014340.8		rab11al
ENSDARG00000101803	ENSDARG00000101803.2		tradv36.2.12
ENSDARG00000105039	ENSDARG00000105039.3	Phka1	phka1b
ENSDARG00000011376	ENSDARG00000011376.10		dnase1l4.2
ENSDARG00000105655	ENSDARG00000105655.2		BX571811.2
ENSDARG00000102259	ENSDARG00000102259.2		tradv40.0
ENSDARG00000097956	ENSDARG00000097956.2		CR391915.1
ENSDARG00000078266	ENSDARG00000078266.4	Twist2	twist2
ENSDARG00000093897	ENSDARG00000093897.3		BX530037.4
ENSDARG00000062565	ENSDARG00000062565.8	Kcnh4	kcnh4a
ENSDARG00000094606	ENSDARG00000094606.4		si:zfos-364h11.2
ENSDARG00000093458	ENSDARG00000093458.2	5430401F13Rik	si:dkey-76d14.2
ENSDARG00000093458	ENSDARG00000093458.2	Gm6619	si:dkey-76d14.2
ENSDARG00000054683	ENSDARG00000054683.7	Prdm8	prdm8b
ENSDARG00000073883	ENSDARG00000073883.7	Clstn3	clstn3
ENSDARG00000095326	ENSDARG00000095326.4		si:dkey-88n24.3
ENSDARG00000079133	ENSDARG00000079133.5		si:dkey-10c21.1
ENSDARG00000075158	ENSDARG00000075158.5	Igdcc3	igdcc3
ENSDARG00000088493	ENSDARG00000088493.4		si:ch211-149k12.3
ENSDARG00000067912	ENSDARG00000067912.5	Man1c1	MAN1C1
ENSDARG00000022418	ENSDARG00000022418.7	Faf1	faf1
ENSDARG00000078386	ENSDARG00000078386.5	Dync1i2	dync1i2a
ENSDARG00000097041	ENSDARG00000097041.2		BX927349.1
ENSDARG00000034941	ENSDARG00000034941.9	Glb1l2	si:dkey-224e22.2
ENSDARG00000034941	ENSDARG00000034941.9	Glb1l3	si:dkey-224e22.2
ENSDARG00000034941	ENSDARG00000034941.9	Gm1110	si:dkey-224e22.2
ENSDARG00000037158	ENSDARG00000037158.5	Rcc1	rcc1
ENSDARG00000055118	ENSDARG00000055118.5	Mylip	mylipb
ENSDARG00000018149	ENSDARG00000018149.11	Slc38a4	slc38a4
ENSDARG00000029431	ENSDARG00000029431.8	Prr5l	si:ch211-147k10.5
ENSDARG00000102783	ENSDARG00000102783.2	Slc25a35	slc25a35
ENSDARG00000100255	ENSDARG00000100255.2		si:ch73-29l19.1
ENSDARG00000097873	ENSDARG00000097873.2		BX530721.1
ENSDARG00000059701	ENSDARG00000059701.7	Flii	flii
ENSDARG00000110426	ENSDARG00000110426.1		BX901962.3
ENSDARG00000100728	ENSDARG00000100728.3	Mkrn2os	mkrn2os.2
ENSDARG00000090892	ENSDARG00000090892.7		or117-1
ENSDARG00000101126	ENSDARG00000101126.2	Atad5	atad5b
ENSDARG00000078722	ENSDARG00000078722.6	Clip1	clip1a
ENSDARG00000035694	ENSDARG00000035694.9		stm
ENSDARG00000097624	ENSDARG00000097624.2		BX323450.1
ENSDARG00000058133	ENSDARG00000058133.6	Foxd1	foxd2
ENSDARG00000004979	ENSDARG00000004979.6	Elovl5	elovl5
ENSDARG00000071361	ENSDARG00000071361.6	Ifi44	si:ch211-197g15.10
ENSDARG00000071361	ENSDARG00000071361.6	Ifi44l	si:ch211-197g15.10
ENSDARG00000054720	ENSDARG00000054720.7		or118-1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a5	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a6	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a2	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a8	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a3	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a7	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a4	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult2a1	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult1a1	sult2st1
ENSDARG00000033170	ENSDARG00000033170.8	Sult1e1	sult2st1
ENSDARG00000024276	ENSDARG00000024276.9	Pcbp4	pcbp4
ENSDARG00000095156	ENSDARG00000095156.4		taar20w
ENSDARG00000093550	ENSDARG00000093550.2		BX005438.1
ENSDARG00000011515	ENSDARG00000011515.8	Orai1	orai1a
ENSDARG00000078182	ENSDARG00000078182.4		zgc:194443
ENSDARG00000091851	ENSDARG00000091851.4	Tsen2	tsen2
ENSDARG00000053021	ENSDARG00000053021.9		grsf1
ENSDARG00000042115	ENSDARG00000042115.8	Tmem198	tmem198a
ENSDARG00000088084	ENSDARG00000088084.5		si:dkey-66i24.8
ENSDARG00000019834	ENSDARG00000019834.10	Edrf1	edrf1
ENSDARG00000114906	ENSDARG00000114906.1		taar20r
ENSDARG00000060330	ENSDARG00000060330.7	Irs3	si:ch211-284e13.4
ENSDARG00000101791	ENSDARG00000101791.2	Kyat3	kyat3
ENSDARG00000105765	ENSDARG00000105765.2		AL928851.1
ENSDARG00000088816	ENSDARG00000088816.3		trabd2b
ENSDARG00000087968	ENSDARG00000087968.5		or122-2
ENSDARG00000096380	ENSDARG00000096380.2		defbl2
ENSDARG00000041108	ENSDARG00000041108.4	Ctsh	ctsh
ENSDARG00000036061	ENSDARG00000036061.9	Ogfod1	ogfod1
ENSDARG00000029179	ENSDARG00000029179.4		foxd1
ENSDARG00000055970	ENSDARG00000055970.6	Dpp4	zgc:136971
ENSDARG00000110514	ENSDARG00000110514.1		taar20q
ENSDARG00000002172	ENSDARG00000002172.10		aplnra
ENSDARG00000105228	ENSDARG00000105228.2	Trdv1	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav5d-4	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav5n-4	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav5-4	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav5-1	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav10d	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav10n	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav10	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav3-1	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav3-4	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav3n-3	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav3d-3	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav3-3	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav21-dv12	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav11	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav11d	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trac	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav8n-2	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav8d-2	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav8d-1	tradv41.0
ENSDARG00000105228	ENSDARG00000105228.2	Trav8-1	tradv41.0
ENSDARG00000005799	ENSDARG00000005799.9	Smim14	smim14
ENSDARG00000016139	ENSDARG00000016139.6	Mkks	mkks
ENSDARG00000001354	ENSDARG00000001354.11		slc6a22.2
ENSDARG00000099247	ENSDARG00000099247.2		si:dkey-68o6.5
ENSDARG00000100548	ENSDARG00000100548.2	Tefm	tefm
ENSDARG00000040505	ENSDARG00000040505.7	Yif1b	yif1b
ENSDARG00000095158	ENSDARG00000095158.3		CT025913.1
ENSDARG00000105621	ENSDARG00000105621.2		BX571811.1
ENSDARG00000094725	ENSDARG00000094725.3		si:ch211-284e13.5
ENSDARG00000092473	ENSDARG00000092473.2	Coa8	coa8
ENSDARG00000096522	ENSDARG00000096522.2		si:ch211-176g6.1
ENSDARG00000007496	ENSDARG00000007496.9	Ufl1	ufl1
ENSDARG00000099628	ENSDARG00000099628.2		CR855307.1
ENSDARG00000077399	ENSDARG00000077399.4	Ubash3b	ubash3bb
ENSDARG00000091958	ENSDARG00000091958.3		BX677668.1
ENSDARG00000096307	ENSDARG00000096307.3	Cacna1i	cacna1ib
ENSDARG00000115923	ENSDARG00000115923.1		tlr20.1
ENSDARG00000026865	ENSDARG00000026865.7	Fam107b	fam107b
ENSDARG00000060900	ENSDARG00000060900.6	Zfp362	znf362a
ENSDARG00000079250	ENSDARG00000079250.5		BX323590.1
ENSDARG00000097027	ENSDARG00000097027.2		CR352292.1
ENSDARG00000095914	ENSDARG00000095914.2		si:dkey-209n16.2
ENSDARG00000021442	ENSDARG00000021442.10	Cdh11	cdh11
ENSDARG00000074852	ENSDARG00000074852.5	Myo15b	myo15b
ENSDARG00000088701	ENSDARG00000088701.4		tlr20.2
ENSDARG00000091667	ENSDARG00000091667.4		si:dkey-234i14.3
ENSDARG00000052376	ENSDARG00000052376.5	B3gnt2	b3gnt2a
ENSDARG00000093699	ENSDARG00000093699.3		si:ch73-27e22.4
ENSDARG00000024847	ENSDARG00000024847.10		col5a2b
ENSDARG00000092425	ENSDARG00000092425.2		BX677668.2
ENSDARG00000098475	ENSDARG00000098475.4	Arr3	arr3b
ENSDARG00000114057	ENSDARG00000114057.1		tlr20.3
ENSDARG00000044776	ENSDARG00000044776.7	Clic3	clic3
ENSDARG00000015176	ENSDARG00000015176.12	Ror1	ror1
ENSDARG00000093349	ENSDARG00000093349.3	Tigit	si:ch211-141e20.2
ENSDARG00000093349	ENSDARG00000093349.3	Smagp	si:ch211-141e20.2
ENSDARG00000093349	ENSDARG00000093349.3	Pvr	si:ch211-141e20.2
ENSDARG00000093349	ENSDARG00000093349.3	Gm609	si:ch211-141e20.2
ENSDARG00000093349	ENSDARG00000093349.3	Gm17783	si:ch211-141e20.2
ENSDARG00000097871	ENSDARG00000097871.2		si:ch1073-145m9.1
ENSDARG00000031203	ENSDARG00000031203.10	Commd1b	commd1
ENSDARG00000031203	ENSDARG00000031203.10	Commd1	commd1
ENSDARG00000114718	ENSDARG00000114718.1		taar20p
ENSDARG00000035564	ENSDARG00000035564.7	Dgcr8	dgcr8
ENSDARG00000035564	ENSDARG00000035564.7	Gm49776	dgcr8
ENSDARG00000100826	ENSDARG00000100826.2	Hif3a	hif1al
ENSDARG00000102445	ENSDARG00000102445.2		si:dkey-22o22.2
ENSDARG00000069100	ENSDARG00000069100.6	Aldh9a1	aldh9a1a.1
ENSDARG00000014817	ENSDARG00000014817.10	Ranbp2	ranbp1
ENSDARG00000028131	ENSDARG00000028131.7	Hccs	hccsa.1
ENSDARG00000021250	ENSDARG00000021250.8	Slc25a48	slc25a48
ENSDARG00000077465	ENSDARG00000077465.5	Sorcs2	sorcs2
ENSDARG00000077201	ENSDARG00000077201.6	Myo7b	myo7bb
ENSDARG00000097044	ENSDARG00000097044.3		CU468915.1
ENSDARG00000093748	ENSDARG00000093748.3		si:ch211-217k17.11
ENSDARG00000056561	ENSDARG00000056561.7		asb11
ENSDARG00000103867	ENSDARG00000103867.2		BX005054.1
ENSDARG00000062707	ENSDARG00000062707.7	Plat	plat
ENSDARG00000011825	ENSDARG00000011825.9	Cetn3	cetn3
ENSDARG00000062986	ENSDARG00000062986.8	Pnpla7	pnpla7a
ENSDARG00000052827	ENSDARG00000052827.7	Top3a	top3a
ENSDARG00000105528	ENSDARG00000105528.2		si:dkey-86l18.10
ENSDARG00000098666	ENSDARG00000098666.2	Pprc1	si:dkey-93h22.8
ENSDARG00000042829	ENSDARG00000042829.10		si:dkey-30j22.1
ENSDARG00000035389	ENSDARG00000035389.9	Fcho2	fcho2
ENSDARG00000079470	ENSDARG00000079470.3	Cdk17	cdk17
ENSDARG00000054222	ENSDARG00000054222.5	Fbxl8	fbxl8
ENSDARG00000110670	ENSDARG00000110670.1		znf1092
ENSDARG00000010823	ENSDARG00000010823.9	Memo1	memo1
ENSDARG00000005690	ENSDARG00000005690.11	Slc25a23	slc25a23a
ENSDARG00000070440	ENSDARG00000070440.4	Atp6v1c2	atp6v1c2
ENSDARG00000088967	ENSDARG00000088967.4	Wnk4	wnk4b
ENSDARG00000104553	ENSDARG00000104553.2		CU929150.3
ENSDARG00000087057	ENSDARG00000087057.5		ftr36
ENSDARG00000099656	ENSDARG00000099656.2		CR381657.1
ENSDARG00000079144	ENSDARG00000079144.5	Bcl2l11	bcl2l11
ENSDARG00000103787	ENSDARG00000103787.3	Chd1	chd1
ENSDARG00000071238	ENSDARG00000071238.5		ftr58
ENSDARG00000003615	ENSDARG00000003615.11	Slc26a3	slc26a3.2
ENSDARG00000093560	ENSDARG00000093560.2		BX324007.1
ENSDARG00000031782	ENSDARG00000031782.8	Crybg1	crybg1a
ENSDARG00000046013	ENSDARG00000046013.9		rasl11a
ENSDARG00000095547	ENSDARG00000095547.2		CR931802.2
ENSDARG00000017119	ENSDARG00000017119.10	Vps37a	vps37a
ENSDARG00000100663	ENSDARG00000100663.3		or120-1
ENSDARG00000039892	ENSDARG00000039892.7	Gnpnat1	gnpnat1
ENSDARG00000021255	ENSDARG00000021255.12	Arhgap22	arhgap22
ENSDARG00000103530	ENSDARG00000103530.3		zgc:113102
ENSDARG00000101977	ENSDARG00000101977.2		si:ch211-209n20.59
ENSDARG00000077263	ENSDARG00000077263.5		si:ch73-27e22.3
ENSDARG00000062135	ENSDARG00000062135.7	Sytl5	sytl5
ENSDARG00000097990	ENSDARG00000097990.2		CR293498.1
ENSDARG00000095390	ENSDARG00000095390.3		BX537288.2
ENSDARG00000110745	ENSDARG00000110745.1		znf994
ENSDARG00000092946	ENSDARG00000092946.3		CU681845.1
ENSDARG00000092668	ENSDARG00000092668.3		tlr20.3
ENSDARG00000060480	ENSDARG00000060480.7	Ubr1	ubr1
ENSDARG00000070107	ENSDARG00000070107.6		six7
ENSDARG00000105671	ENSDARG00000105671.2	Olfr543	or113-1
ENSDARG00000105671	ENSDARG00000105671.2	Olfr545	or113-1
ENSDARG00000105671	ENSDARG00000105671.2	Olfr544	or113-1
ENSDARG00000011498	ENSDARG00000011498.11		si:ch211-212o1.2
ENSDARG00000074730	ENSDARG00000074730.5	Pkmyt1	pkmyt1
ENSDARG00000039067	ENSDARG00000039067.8	Srd5a2	srd5a2b
ENSDARG00000113527	ENSDARG00000113527.1		si:ch211-209n20.3
ENSDARG00000052638	ENSDARG00000052638.7	Fam210b	fam210b
ENSDARG00000010008	ENSDARG00000010008.8	Vim	vim
ENSDARG00000054719	ENSDARG00000054719.5		or118-3
ENSDARG00000098349	ENSDARG00000098349.3	Hdac4	hdac4
ENSDARG00000077499	ENSDARG00000077499.4	Plekho1	plekho1b
ENSDARG00000097456	ENSDARG00000097456.2		coa3b
ENSDARG00000056535	ENSDARG00000056535.7	Gm28042	pla2g4f.1
ENSDARG00000056535	ENSDARG00000056535.7	Pla2g4e	pla2g4f.1
ENSDARG00000056535	ENSDARG00000056535.7	Pla2g4d	pla2g4f.1
ENSDARG00000056535	ENSDARG00000056535.7	Pla2g4b	pla2g4f.1
ENSDARG00000098923	ENSDARG00000098923.2		zgc:173577
ENSDARG00000069274	ENSDARG00000069274.6	Ighmbp2	ighmbp2
ENSDARG00000035869	ENSDARG00000035869.6	Azin1	azin1b
ENSDARG00000059816	ENSDARG00000059816.7	D8Ertd738e	zgc:136864
ENSDARG00000069280	ENSDARG00000069280.7	Tsen15	tsen15
ENSDARG00000101963	ENSDARG00000101963.2	Tmem141	tmem141
ENSDARG00000070866	ENSDARG00000070866.4	Tmem11	tmem11
ENSDARG00000078503	ENSDARG00000078503.6	Dennd1c	si:dkey-76b14.2
ENSDARG00000022101	ENSDARG00000022101.10	Obscn	obscnb
ENSDARG00000105711	ENSDARG00000105711.2	Olfr543	or113-2
ENSDARG00000105711	ENSDARG00000105711.2	Olfr545	or113-2
ENSDARG00000105711	ENSDARG00000105711.2	Olfr544	or113-2
ENSDARG00000089429	ENSDARG00000089429.4		si:dkey-205h13.2
ENSDARG00000045166	ENSDARG00000045166.6	Bhlha15	bhlha15
ENSDARG00000105683	ENSDARG00000105683.2	Olfr543	si:ch1073-22e3.1
ENSDARG00000105683	ENSDARG00000105683.2	Olfr545	si:ch1073-22e3.1
ENSDARG00000105683	ENSDARG00000105683.2	Olfr544	si:ch1073-22e3.1
ENSDARG00000028276	ENSDARG00000028276.8	Rgs21	si:ch211-196h16.12
ENSDARG00000009194	ENSDARG00000009194.14	Col15a1	col16a1
ENSDARG00000113956	ENSDARG00000113956.1		BX248331.4
ENSDARG00000112373	ENSDARG00000112373.1		taar20o
ENSDARG00000105367	ENSDARG00000105367.3	Septin14	si:dkey-88n24.11
ENSDARG00000043746	ENSDARG00000043746.8	Nrxn3	nrxn3a
ENSDARG00000098988	ENSDARG00000098988.2		si:ch211-193i15.1
ENSDARG00000079860	ENSDARG00000079860.5	Ppp1r16b	ppp1r16b
ENSDARG00000090471	ENSDARG00000090471.4		BX530037.2
ENSDARG00000057699	ENSDARG00000057699.4	Gm14698	styx
ENSDARG00000057699	ENSDARG00000057699.4	Styx	styx
ENSDARG00000055945	ENSDARG00000055945.8		asph
ENSDARG00000094216	ENSDARG00000094216.3		si:ch1073-186o8.3
ENSDARG00000096792	ENSDARG00000096792.3		BX004999.1
ENSDARG00000062060	ENSDARG00000062060.8	Gmeb1	gmeb1
ENSDARG00000079345	ENSDARG00000079345.7		si:ch211-217k17.10
ENSDARG00000095904	ENSDARG00000095904.3	Prpf31	prpf31
ENSDARG00000095536	ENSDARG00000095536.3	Trim62	trim62.2
ENSDARG00000112935	ENSDARG00000112935.1		taar20b1
ENSDARG00000059048	ENSDARG00000059048.6	Mpzl1	mpzl1l
ENSDARG00000103409	ENSDARG00000103409.2	Uhrf1	uhrf1
ENSDARG00000019311	ENSDARG00000019311.9		fbxo30b
ENSDARG00000102960	ENSDARG00000102960.3	Vps54	vps54
ENSDARG00000105584	ENSDARG00000105584.2	Slc8b1	slc8b1
ENSDARG00000105677	ENSDARG00000105677.2	Olfr543	CABZ01018874.1
ENSDARG00000105677	ENSDARG00000105677.2	Olfr545	CABZ01018874.1
ENSDARG00000105677	ENSDARG00000105677.2	Olfr544	CABZ01018874.1
ENSDARG00000015824	ENSDARG00000015824.10	Lemd3	lemd3
ENSDARG00000034518	ENSDARG00000034518.8	Trdmt1	trdmt1
ENSDARG00000054578	ENSDARG00000054578.5	Arl6ip1	arl6ip1
ENSDARG00000075189	ENSDARG00000075189.6		cntnap5b
ENSDARG00000100803	ENSDARG00000100803.3		zgc:113443
ENSDARG00000045164	ENSDARG00000045164.6	Nptx2	nptx2b
ENSDARG00000074812	ENSDARG00000074812.5	Fhdc1	fhdc1
ENSDARG00000011473	ENSDARG00000011473.10		calcrla
ENSDARG00000079994	ENSDARG00000079994.5		akap13
ENSDARG00000079462	ENSDARG00000079462.6	Ptges3l	si:ch211-131k2.3
ENSDARG00000052818	ENSDARG00000052818.3	Smcr8	smcr8a
ENSDARG00000007231	ENSDARG00000007231.11	Ryk	ryk
ENSDARG00000041853	ENSDARG00000041853.9		rbm39b
ENSDARG00000068387	ENSDARG00000068387.5	Slc6a18	slc6a18
ENSDARG00000015006	ENSDARG00000015006.8	Dnm1l	dnm1l
ENSDARG00000002589	ENSDARG00000002589.11	Mylpf	mylpfb
ENSDARG00000031366	ENSDARG00000031366.8	Rtn4ip1	rtn4ip1
ENSDARG00000056167	ENSDARG00000056167.7	Hspe1-rs1	hspe1
ENSDARG00000056167	ENSDARG00000056167.7	Hspe1	hspe1
ENSDARG00000069981	ENSDARG00000069981.6	Cspg5	cspg5a
ENSDARG00000032188	ENSDARG00000032188.8	Lrrc8a	lrrc8aa
ENSDARG00000032188	ENSDARG00000032188.8	Gm28035	lrrc8aa
ENSDARG00000076974	ENSDARG00000076974.5	Pdzd7	pdzd7a
ENSDARG00000059908	ENSDARG00000059908.6	Ccdc86	si:ch211-217k17.7
ENSDARG00000098025	ENSDARG00000098025.2		CR548622.2
ENSDARG00000100119	ENSDARG00000100119.2		caskb
ENSDARG00000014222	ENSDARG00000014222.12		zgc:86598
ENSDARG00000102087	ENSDARG00000102087.2	Pop1	pop1
ENSDARG00000019001	ENSDARG00000019001.12	Ak7	ak7a
ENSDARG00000061656	ENSDARG00000061656.7		ptpdc1a
ENSDARG00000076634	ENSDARG00000076634.5	Capn10	capn10
ENSDARG00000044521	ENSDARG00000044521.6	Eef1b2	eef1b2
ENSDARG00000069853	ENSDARG00000069853.5	Txndc9	txndc9
ENSDARG00000061039	ENSDARG00000061039.6	Atp10a	atp10a
ENSDARG00000099373	ENSDARG00000099373.2		zgc:158320
ENSDARG00000008808	ENSDARG00000008808.11	Eml2	eml2
ENSDARG00000094998	ENSDARG00000094998.2		FP015823.1
ENSDARG00000054292	ENSDARG00000054292.8	1700123O20Rik	C2H14orf119
ENSDARG00000092673	ENSDARG00000092673.2		BX248497.1
ENSDARG00000096689	ENSDARG00000096689.2		si:dkey-66i24.9
ENSDARG00000041220	ENSDARG00000041220.7		ftr53
ENSDARG00000097950	ENSDARG00000097950.2		BX663520.2
ENSDARG00000014085	ENSDARG00000014085.6	Atp6v1e1	atp6v1e1a
ENSDARG00000014085	ENSDARG00000014085.6	Atp6v1e2	atp6v1e1a
ENSDARG00000096828	ENSDARG00000096828.2		si:ch73-144d13.7
ENSDARG00000078841	ENSDARG00000078841.4	Xkr8	si:ch211-195b13.6
ENSDARG00000011582	ENSDARG00000011582.12	Sox5	sox5
ENSDARG00000060177	ENSDARG00000060177.8	Vcpip1	vcpip1
ENSDARG00000054718	ENSDARG00000054718.6		or118-2
ENSDARG00000013741	ENSDARG00000013741.8		lancl1
ENSDARG00000097952	ENSDARG00000097952.2		si:ch211-284e13.14
ENSDARG00000097856	ENSDARG00000097856.2		CR377210.1
ENSDARG00000038867	ENSDARG00000038867.4	Shh	shhb
ENSDARG00000070056	ENSDARG00000070056.5	Adora1	adora1a
ENSDARG00000070425	ENSDARG00000070425.4	Jag2	dll4
ENSDARG00000061335	ENSDARG00000061335.8	Galnt1	galnt1
ENSDARG00000092044	ENSDARG00000092044.2	Leap2	si:dkey-22f5.9
ENSDARG00000012325	ENSDARG00000012325.10		zgc:110269
ENSDARG00000102240	ENSDARG00000102240.2		CU695223.1
ENSDARG00000076318	ENSDARG00000076318.5	Atp6v1a	atp6v1ab
ENSDARG00000039269	ENSDARG00000039269.5	Arg2	arg2
ENSDARG00000071007	ENSDARG00000071007.4		pcgf5a
ENSDARG00000095649	ENSDARG00000095649.2		si:dkey-97a13.12
ENSDARG00000074501	ENSDARG00000074501.4	Tnip2	tnip2
ENSDARG00000091116	ENSDARG00000091116.6	Pkhd1l1	pkhd1l1
ENSDARG00000007975	ENSDARG00000007975.7	Fthl17c	fth1b
ENSDARG00000007975	ENSDARG00000007975.7	Fthl17d	fth1b
ENSDARG00000007975	ENSDARG00000007975.7	Fthl17e	fth1b
ENSDARG00000007975	ENSDARG00000007975.7	Fthl17b	fth1b
ENSDARG00000007975	ENSDARG00000007975.7	Fthl17f	fth1b
ENSDARG00000007975	ENSDARG00000007975.7	Fthl17a	fth1b
ENSDARG00000007975	ENSDARG00000007975.7	Fth1	fth1b
ENSDARG00000061363	ENSDARG00000061363.6	Gfod1	GFOD1
ENSDARG00000089930	ENSDARG00000089930.4	Iqce	iqce
ENSDARG00000063050	ENSDARG00000063050.6	Rc3h2	rc3h2
ENSDARG00000054290	ENSDARG00000054290.9	Acin1	acin1a
ENSDARG00000045155	ENSDARG00000045155.7	Phf5a	phf5a
ENSDARG00000041034	ENSDARG00000041034.5		zgc:152857
ENSDARG00000104451	ENSDARG00000104451.2	Slc39a7	slc39a7
ENSDARG00000094512	ENSDARG00000094512.5		gabrz
ENSDARG00000056160	ENSDARG00000056160.6	Hspd1	hspd1
ENSDARG00000071052	ENSDARG00000071052.6		si:dkey-150i13.2
ENSDARG00000036775	ENSDARG00000036775.7	Dtd2	dtd2
